Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.1,12.7,56,N,2 1,11 6,1013.8,0.0,2025-10-05
11:00 pm,14.4,12.3,56,NNW,6 3,9 5,1014.0,0.0,2025-10-05
10:30 pm,16.0,13.8,52,N,7 4,13 7,1014.5,0.0,2025-10-05
10:00 pm,16.1,12.9,54,N,13 7,15 8,1015.2,0.0,2025-10-05
9:30 pm,14.4,13.6,59,CALM,0 0,0 0,1015.2,0.0,2025-10-05
9:00 pm,15.0,14.2,56,CALM,0 0,6 3,1015.5,0.0,2025-10-05
8:30 pm,15.8,13.6,53,NE,7 4,9 5,1015.2,0.0,2025-10-05
8:00 pm,16.0,13.5,53,NNE,9 5,11 6,1015.6,0.0,2025-10-05
7:30 pm,19.1,16.1,43,N,11 6,13 7,1015.7,0.0,2025-10-05
7:00 pm,20.1,16.7,40,NNW,13 7,20 11,1015.7,0.0,2025-10-05
6:30 pm,22.0,17.4,37,NW,20 11,26 14,1015.5,0.0,2025-10-05
6:00 pm,23.1,17.1,32,WNW,26 14,39 21,1015.6,0.0,2025-10-05
5:30 pm,23.4,16.4,32,NW,32 17,37 20,1015.6,0.0,2025-10-05
5:00 pm,23.9,17.9,30,WNW,26 14,39 21,1015.6,0.0,2025-10-05
4:30 pm,23.8,16.3,26,WNW,32 17,39 21,1016.0,0.0,2025-10-05
4:00 pm,23.7,16.3,28,NW,32 17,41 22,1016.1,0.0,2025-10-05
3:30 pm,24.4,17.0,27,NW,32 17,41 22,1016.4,0.0,2025-10-05
3:00 pm,24.2,17.8,29,WNW,28 15,37 20,1016.7,0.0,2025-10-05
2:30 pm,24.5,19.0,26,WNW,22 12,33 18,1017.2,0.0,2025-10-05
2:00 pm,24.1,17.3,25,WNW,28 15,37 20,1017.7,0.0,2025-10-05
1:30 pm,24.0,17.3,31,NW,30 16,50 27,1018.0,0.0,2025-10-05
1:27 pm,24.3,18.1,31,NW,28 15,46 25,1018.0,0.0,2025-10-05
1:00 pm,23.2,17.5,39,NNW,28 15,44 24,1018.6,0.0,2025-10-05
12:30 pm,22.2,15.4,39,NW,33 18,46 25,1018.9,0.0,2025-10-05
12:00 pm,21.9,14.7,40,NW,35 19,46 25,1019.0,0.0,2025-10-05
11:30 am,21.5,15.4,38,NW,28 15,37 20,1019.9,0.0,2025-10-05
11:00 am,20.9,16.4,45,NW,22 12,33 18,1020.8,0.0,2025-10-05
10:30 am,20.3,14.7,47,NNW,28 15,35 19,1020.8,0.0,2025-10-05
10:17 am,19.5,14.4,46,NW,24 13,35 19,1020.7,0.0,2025-10-05
10:00 am,18.0,16.7,56,NNW,6 3,17 9,1020.8,0.0,2025-10-05
9:30 am,13.9,13.1,69,SE,2 1,9 5,1021.3,0.0,2025-10-05
9:00 am,11.5,10.8,81,ESE,2 1,7 4,1021.3,0.0,2025-10-05
8:30 am,9.0,7.4,95,ENE,6 3,7 4,1021.2,0.0,2025-10-05
8:00 am,6.8,6.1,100,CALM,0 0,0 0,1021.3,0.0,2025-10-05
7:30 am,5.0,3.9,100,CALM,0 0,0 0,1021.3,0.0,2025-10-05
7:00 am,3.3,1.8,99,CALM,0 0,0 0,1021.0,0.0,2025-10-05
6:30 am,3.2,1.3,99,N,2 1,7 4,1021.0,0.0,2025-10-05
6:01 am,3.9,2.6,100,CALM,0 0,0 0,1020.8,0.0,2025-10-05
6:00 am,3.8,2.4,100,CALM,0 0,0 0,1020.7,0.0,2025-10-05
5:31 am,3.7,2.3,99,CALM,0 0,0 0,1020.7,0.0,2025-10-05
5:30 am,3.6,2.2,99,CALM,0 0,0 0,1020.7,0.0,2025-10-05
5:11 am,4.5,3.3,99,CALM,0 0,0 0,1020.6,0.0,2025-10-05
5:00 am,4.1,2.8,99,CALM,0 0,0 0,1020.8,0.0,2025-10-05
4:52 am,2.8,1.2,99,CALM,0 0,0 0,1020.7,0.0,2025-10-05
4:30 am,5.0,2.7,99,N,6 3,9 5,1020.9,0.0,2025-10-05
4:00 am,5.7,4.7,99,CALM,0 0,0 0,1021.2,0.0,2025-10-05
3:30 am,6.1,5.2,99,CALM,0 0,0 0,1021.3,0.0,2025-10-05
3:00 am,5.5,4.5,99,CALM,0 0,0 0,1021.5,0.0,2025-10-05
1:30 am,7.3,5.3,99,N,7 4,9 5,1021.8,0.0,2025-10-05
1:00 am,7.3,5.2,96,NE,7 4,9 5,1022.0,0.0,2025-10-05
12:30 am,7.2,6.5,99,CALM,0 0,0 0,1022.4,0.0,2025-10-05
12:00 am,8.0,7.1,98,NE,2 1,6 3,1022.7,0.0,2025-10-05
