Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,18.6,15.8,71,S,20 11,33 18,1022.5,0.0,2025-05-19
3:30 pm,19.1,16.4,70,S,20 11,41 22,1022.1,0.0,2025-05-19
3:00 pm,20.4,17.2,68,SSW,24 13,48 26,1021.6,0.0,2025-05-19
2:30 pm,23.5,21.0,45,WSW,15 8,24 13,1021.1,0.0,2025-05-19
2:00 pm,24.2,21.2,43,SW,17 9,30 16,1021.1,0.0,2025-05-19
1:30 pm,24.0,21.6,45,WSW,15 8,28 15,1021.2,0.0,2025-05-19
1:00 pm,23.7,20.0,46,SW,22 12,41 22,1021.2,0.0,2025-05-19
12:30 pm,23.7,20.9,52,WSW,20 11,30 16,1021.3,0.0,2025-05-19
12:00 pm,24.7,23.5,51,W,13 7,22 12,1021.4,0.0,2025-05-19
11:30 am,24.1,22.0,44,WSW,13 7,28 15,1021.6,0.0,2025-05-19
11:00 am,23.7,22.2,44,NW,9 5,15 8,1021.7,0.0,2025-05-19
10:30 am,22.8,21.7,44,WNW,6 3,11 6,1021.7,0.0,2025-05-19
10:00 am,20.6,18.6,42,NW,7 4,9 5,1021.6,0.0,2025-05-19
9:30 am,18.8,16.7,42,NW,6 3,9 5,1021.8,0.0,2025-05-19
9:00 am,16.5,14.0,46,NW,7 4,11 6,1021.6,0.0,2025-05-19
8:30 am,14.3,12.6,56,NW,4 2,9 5,1021.6,0.0,2025-05-19
8:00 am,10.4,9.3,70,CALM,0 0,0 0,1021.5,0.0,2025-05-19
7:30 am,8.3,7.2,79,CALM,0 0,0 0,1020.9,0.0,2025-05-19
7:00 am,8.3,7.2,79,CALM,0 0,0 0,1020.6,0.0,2025-05-19
6:30 am,8.5,7.2,75,CALM,0 0,0 0,1020.1,0.0,2025-05-19
6:00 am,8.8,6.3,72,NW,6 3,7 4,1019.8,0.0,2025-05-19
5:30 am,9.7,8.0,68,NW,2 1,7 4,1019.7,0.0,2025-05-19
5:00 am,8.2,5.9,79,NW,6 3,7 4,1019.6,0.0,2025-05-19
4:30 am,7.6,6.4,81,CALM,0 0,0 0,1019.7,0.0,2025-05-19
4:00 am,8.2,7.2,83,CALM,0 0,0 0,1020.0,0.0,2025-05-19
3:30 am,8.4,7.4,83,CALM,0 0,0 0,1019.9,0.0,2025-05-19
3:00 am,8.7,7.7,82,CALM,0 0,0 0,1019.9,0.0,2025-05-19
2:30 am,8.9,7.1,78,NW,4 2,7 4,1020.0,0.0,2025-05-19
2:00 am,8.8,8.0,84,CALM,0 0,0 0,1020.1,0.0,2025-05-19
1:30 am,8.8,7.7,78,CALM,0 0,0 0,1020.2,0.0,2025-05-19
1:00 am,9.1,8.1,79,CALM,0 0,0 0,1020.4,0.0,2025-05-19
12:30 am,9.3,8.5,82,CALM,0 0,0 0,1020.4,0.0,2025-05-19
12:00 am,9.7,8.9,81,CALM,0 0,0 0,1020.7,0.0,2025-05-19
